date,hour,demand
2021-03-07,12,121.99345688270687
2021-03-07,13,120.458266983017
2021-03-07,14,112.69084576231022
2021-03-07,15,114.30145055761233
2021-03-07,16,114.30145055761233
2021-03-07,17,104.49076651017835
2021-03-07,18,103.45990263331443
2021-03-07,19,102.79067368796781
2021-03-07,20,83.8726977379919
2021-03-07,21,70.79170778459012
2021-03-07,22,67.2395615604439
2021-03-07,23,59.431541100225296
2021-03-08,0,43.16526413401413
2021-03-08,1,43.16526413401413
2021-03-08,2,43.16526413401413
2021-03-08,3,49.220425787175806
2021-03-08,4,52.24437670662672
2021-03-08,6,65.18702569652567
2021-03-08,7,65.18702569652567
2021-03-08,8,65.18702569652567
2021-03-08,9,77.59793281669597
2021-03-08,10,59.68606662781658
2021-03-08,11,64.78930463980463
2021-03-08,12,81.56056322332638
2021-03-08,13,79.39114232940551
2021-03-08,14,77.64532676806053
2021-03-08,15,75.03352543975916
2021-03-08,16,75.03352543975916
2021-03-08,17,79.89387138787136
2021-03-08,18,83.07904064073182
2021-03-08,19,82.23409472553588
2021-03-08,20,79.98949928726248
2021-03-08,21,69.42802448428763
2021-03-08,22,54.1335674864924
2021-03-08,23,54.34457133607133
2021-03-09,0,43.49949414474415
2021-03-09,1,43.49949414474415
2021-03-09,2,43.49949414474415
2021-03-09,3,49.136555666555694
2021-03-09,4,50.57428756428759
2021-03-09,5,52.03119814444816
2021-03-09,6,67.71809949201125
2021-03-09,7,67.71809949201125
2021-03-09,8,67.71809949201125
2021-03-09,9,76.39508409435422
2021-03-09,10,59.215200943392084
2021-03-09,11,70.23436366712062
2021-03-09,12,80.27784078591974
2021-03-09,13,77.85206649539548
2021-03-09,14,75.83452277060174
2021-03-09,15,72.79480112188004
2021-03-09,16,72.79480112188004
2021-03-09,17,81.41034089059085
2021-03-09,18,84.40911371961371
2021-03-09,19,76.90232128738708
2021-03-09,20,80.47208359485373
2021-03-09,21,66.75078230736122
2021-03-09,22,57.945769007193945
2021-03-09,23,53.708779387279414
2021-03-10,0,51.06215792540795
2021-03-10,1,51.06215792540795
2021-03-10,2,51.06215792540795
2021-03-10,4,55.067477207977205
2021-03-10,6,66.70260076851253
2021-03-10,7,66.70260076851253
2021-03-10,8,66.70260076851253
2021-03-10,9,76.77448573356467
2021-03-10,10,60.095282874532835
2021-03-10,11,74.54288452970032
2021-03-10,12,76.07887804495702
2021-03-10,13,76.337359045438
2021-03-10,14,74.54354590487489
2021-03-10,15,74.0897126640416
2021-03-10,16,74.0897126640416
2021-03-10,17,85.92629146670322
2021-03-10,18,89.56155161777222
2021-03-10,19,81.5399319267477
2021-03-10,20,79.32588431159485
2021-03-10,21,72.0109267555057
2021-03-10,22,71.8814220023469
2021-03-10,23,62.38354404854406
2021-03-11,0,57.550952237305175
2021-03-11,2,57.550952237305175
2021-03-11,3,57.88463370017782
2021-03-11,4,53.91496172400585
2021-03-11,5,53.25873035352448
2021-03-11,6,64.14139142717163
2021-03-11,7,64.14139142717163
2021-03-11,8,64.14139142717163
2021-03-11,9,73.72977527592234
2021-03-11,10,63.00379681919384
2021-03-11,11,75.7742773294244
2021-03-11,12,78.5176553816554
2021-03-11,13,78.8158863821364
2021-03-11,14,75.40309376734378
2021-03-11,15,75.51177008666713
2021-03-11,16,75.51177008666713
2021-03-11,17,92.82689156214154
2021-03-11,18,94.9933137178725
2021-03-11,19,82.08565027129734
2021-03-11,20,78.14431948609811
2021-03-11,21,76.58969425019426
2021-03-11,22,77.68585221260221
2021-03-11,23,62.958220937015064
2021-03-12,0,50.82289761600056
2021-03-12,1,50.82289761600056
2021-03-12,2,50.82289761600056
2021-03-12,4,49.7594344827286
2021-03-12,5,46.99260585764998
2021-03-12,6,60.96116487216491
2021-03-12,7,60.96116487216491
2021-03-12,8,60.96116487216491
2021-03-12,9,75.76828934953932
2021-03-12,10,79.18202195952195
2021-03-12,11,83.0996136178636
2021-03-12,12,86.63386419136417
2021-03-12,13,85.07522605172599
2021-03-12,14,79.30574564324559
2021-03-12,15,84.59806727531725
2021-03-12,16,84.59806727531725
2021-03-12,17,99.71996209944737
2021-03-12,18,99.8909143177084
2021-03-12,19,85.25362696562695
2021-03-12,20,81.93472503860659
2021-03-12,21,75.35076795426795
2021-03-12,22,72.98253901653905
2021-03-12,23,61.20535439614851
2021-03-13,0,51.91281625183097
2021-03-13,1,51.91281625183097
2021-03-13,2,51.91281625183097
2021-03-13,5,44.00497293447294
2021-03-13,6,51.21553761053761
2021-03-13,7,51.21553761053761
2021-03-13,8,51.21553761053761
2021-03-13,9,78.8289939869499
2021-03-13,10,89.13282563841388
2021-03-13,11,106.10947843931669
2021-03-13,12,121.78782617082621
2021-03-13,13,121.52680991230993
2021-03-13,14,124.51072784428044
2021-03-13,15,123.30656601731597
2021-03-13,16,123.30656601731597
2021-03-13,17,108.92583289749464
2021-03-13,18,109.56928022794197
2021-03-13,19,102.56232733987144
2021-03-13,20,88.52617222646634
2021-03-13,21,70.67137944082063
2021-03-13,22,69.32574107918227
2021-03-13,23,58.224502090502114
2021-03-14,0,51.27082391083861
2021-03-14,1,51.27082391083861
2021-03-14,2,51.27082391083861
2021-03-14,3,44.10257529507528
2021-03-14,5,42.95155743330743
2021-03-14,6,45.395411242352424
2021-03-14,7,45.395411242352424
2021-03-14,8,45.395411242352424
2021-03-14,9,76.83106194567961
2021-03-14,10,81.30705395530394
2021-03-14,11,103.31420787654613
2021-03-14,12,112.98878874528874
2021-03-14,13,110.98194364894366
2021-03-14,14,106.42459403364673
2021-03-14,15,107.70629606504606
2021-03-14,16,107.70629606504606
2021-03-14,17,97.29492301108479
2021-03-14,18,94.90597275763449
2021-03-14,19,98.74805076459485
2021-03-14,20,82.8613847546789
2021-03-14,21,66.90867087705321
2021-03-14,22,67.05799823488057
2021-03-14,23,57.45418390186813
2021-03-15,0,52.2073665539254
2021-03-15,1,52.2073665539254
2021-03-15,2,52.2073665539254
2021-03-15,4,58.53310885410885
2021-03-15,5,60.604532622062045
2021-03-15,6,65.36949300699301
2021-03-15,7,65.36949300699301
2021-03-15,8,65.36949300699301
2021-03-15,9,75.57095204795203
2021-03-15,10,66.69091934916935
2021-03-15,11,64.81202882302884
2021-03-15,12,76.85238499245848
2021-03-15,13,73.81773003630353
2021-03-15,14,77.03889195064193
2021-03-15,15,77.06728989528987
2021-03-15,16,77.06728989528987
2021-03-15,17,88.77678203278202
2021-03-15,18,94.25596465952344
2021-03-15,19,83.90597894697892
2021-03-15,20,77.45721003996009
2021-03-15,21,67.25339346764348
2021-03-15,22,54.66568149334324
2021-03-15,23,60.31642895448778
2021-03-16,0,55.175412600471454
2021-03-16,1,55.175412600471454
2021-03-16,2,55.175412600471454
2021-03-16,4,57.17553947903949
2021-03-16,5,58.25758740061682
2021-03-16,6,68.99455783105782
2021-03-16,7,68.99455783105782
2021-03-16,8,68.99455783105782
2021-03-16,9,68.73485519411213
2021-03-16,10,66.11831236900353
2021-03-16,11,68.16497777523473
2021-03-16,12,71.7940898336556
2021-03-16,13,69.20349405905985
2021-03-16,14,72.68727074533652
2021-03-16,15,71.44426124557702
2021-03-16,16,71.44426124557702
2021-03-16,17,91.880419006919
2021-03-16,18,96.59790477496357
2021-03-16,19,75.97145342376922
2021-03-16,20,79.60813209313908
2021-03-16,21,63.632907497473305
2021-03-16,22,57.064823850985604
2021-03-16,23,63.354186030744856
2021-03-17,0,56.81932713038597
2021-03-17,1,56.81932713038597
2021-03-17,2,56.81932713038597
2021-03-17,4,58.33213225663226
2021-03-17,5,59.23036475289419
2021-03-17,6,65.73143967825547
2021-03-17,7,65.73143967825547
2021-03-17,8,65.73143967825547
2021-03-17,9,67.28138803545383
2021-03-17,10,64.08836557886559
2021-03-17,11,73.0275942736601
2021-03-17,12,68.16301675858251
2021-03-17,13,68.32747485604062
2021-03-17,14,72.89561510468087
2021-03-17,15,72.72873800030378
2021-03-17,16,72.72873800030378
2021-03-17,17,93.54841786807964
2021-03-17,18,99.482456435177
2021-03-17,19,81.35461883243462
2021-03-17,20,80.97370225339964
2021-03-17,21,70.50352304858887
2021-03-17,22,71.137991220653
2021-03-17,23,65.66747032052913
2021-03-18,0,59.99221416383181
2021-03-18,1,59.99221416383181
2021-03-18,2,59.99221416383181
2021-03-18,4,52.703578486328496
2021-03-18,5,52.278028579807994
2021-03-18,6,61.530326199141975
2021-03-18,7,61.530326199141975
2021-03-18,8,61.530326199141975
2021-03-18,9,66.16530458920167
2021-03-18,10,66.21897831362539
2021-03-18,11,74.639870893268
2021-03-18,12,70.14862190587192
2021-03-18,13,71.25964775964775
2021-03-18,14,75.32726304251302
2021-03-18,15,73.41804279543986
2021-03-18,16,73.41804279543986
2021-03-18,17,91.36745321345325
2021-03-18,18,97.51067689173568
2021-03-18,19,83.33088031902739
2021-03-18,20,80.1038241758528
2021-03-18,21,73.9415724738225
2021-03-18,22,77.31912360787362
2021-03-18,23,65.66053288759169
2021-03-19,0,54.604656985715835
2021-03-19,2,54.604656985715835
2021-03-19,4,48.74554215229214
2021-03-19,5,47.01460391188331
2021-03-19,6,58.10515657791358
2021-03-19,7,58.10515657791358
2021-03-19,8,58.10515657791358
2021-03-19,9,75.14398610648608
2021-03-19,10,80.09272183372184
2021-03-19,11,80.66640833240835
2021-03-19,12,88.51961703111704
2021-03-19,13,87.43079546379545
2021-03-19,14,82.16323766212
2021-03-19,15,87.31128483796904
2021-03-19,16,87.31128483796904
2021-03-19,17,96.89032082514434
2021-03-19,18,96.38954649217881
2021-03-19,19,85.05968379768379
2021-03-19,20,78.74106690969849
2021-03-19,21,72.15427585377589
2021-03-19,22,71.74696324046326
2021-03-19,23,65.03439669589667
2021-03-20,0,71.98090594318536
2021-03-20,1,71.98090594318536
2021-03-20,2,71.98090594318536
2021-03-20,5,43.91435626410625
2021-03-20,6,49.94529546379546
2021-03-20,7,49.94529546379546
2021-03-20,8,49.94529546379546
2021-03-20,9,81.19857622932619
2021-03-20,10,93.09539693639692
2021-03-20,11,110.18469112369112
2021-03-20,12,119.07119059644064
2021-03-20,13,119.99361517186522
2021-03-20,14,119.21150598280862
2021-03-20,15,114.708299822984
2021-03-20,16,114.708299822984
2021-03-20,17,107.44373156473156
2021-03-20,18,107.29905544455544
2021-03-20,19,103.75145899525316
2021-03-20,20,92.10916182945597
2021-03-20,21,73.47331667569902
2021-03-20,22,70.64943298531534
2021-03-20,23,70.28054199504197
2021-03-21,1,69.00973964651902
2021-03-21,2,69.00973964651902
2021-03-21,3,50.168149591149586
2021-03-21,5,43.56476056351054
2021-03-21,7,41.95278570122688
2021-03-21,8,41.95278570122688
2021-03-21,9,78.88321302771298
2021-03-21,10,85.6907682040182
2021-03-21,11,102.16747313797316
2021-03-21,12,108.38167718392721
2021-03-21,13,106.21142423317426
2021-03-21,14,96.9110375993403
2021-03-21,15,93.74326405076407
2021-03-21,16,93.74326405076407
2021-03-21,17,88.11813314463319
2021-03-21,18,84.94212561512562
2021-03-21,19,95.48133130812545
2021-03-21,20,85.07556760886175
2021-03-21,21,69.13080126518365
2021-03-21,22,69.02055850794086
2021-03-21,23,69.85875133443552
2021-03-22,0,51.38094345469346
2021-03-22,1,51.38094345469346
2021-03-22,2,51.38094345469346
2021-03-22,5,57.03178560328559
2021-03-22,6,64.37461748382336
2021-03-22,7,64.37461748382336
2021-03-22,8,64.37461748382336
2021-03-22,9,77.97686820689916
2021-03-22,10,73.60097118627843
2021-03-22,11,70.0112005869947
2021-03-22,12,78.11433654145414
2021-03-22,13,76.34463522425287
2021-03-22,14,71.78563290413287
2021-03-22,15,67.17690454752216
2021-03-22,16,67.17690454752216
2021-03-22,17,87.41476776050457
2021-03-22,18,90.38935614815178
2021-03-22,19,82.75862662440755
2021-03-22,21,67.68647404447401
2021-03-22,22,56.87407834431359
2021-03-22,23,64.95407314907312
2021-03-23,0,48.24714843489844
2021-03-23,1,48.24714843489844
2021-03-23,6,69.14581373310784
2021-03-23,7,69.14581373310784
2021-03-23,8,69.14581373310784
2021-03-23,9,72.12751335157219
2021-03-23,10,71.33677234258116
2021-03-23,11,70.59297622203503
2021-03-23,12,71.61497156928039
2021-03-23,13,70.78460240141125
2021-03-23,14,72.0267434324934
2021-03-23,15,68.14400271787032
2021-03-23,16,68.14400271787032
2021-03-23,17,88.03337930914402
2021-03-23,18,90.15642892075242
2021-03-23,19,75.16079428033838
2021-03-23,20,78.76856221556221
2021-03-23,21,64.46969227069224
2021-03-23,22,56.884450768186035
2021-03-23,23,62.074492229992224
2021-03-24,0,46.25384510859514
2021-03-24,2,46.25384510859514
2021-03-24,5,50.35831478706479
2021-03-24,6,67.40713826043236
2021-03-24,7,67.40713826043236
2021-03-24,8,67.40713826043236
2021-03-24,9,70.5833926449368
2021-03-24,11,69.92429783234196
2021-03-24,12,67.43682997612409
2021-03-24,13,69.58733887463298
2021-03-24,14,72.45365310615307
2021-03-24,15,69.7379809710986
2021-03-24,16,69.7379809710986
2021-03-24,17,85.74494930069933
2021-03-24,18,89.62875967931849
2021-03-24,19,78.4272790270731
2021-03-24,20,77.16629628217785
2021-03-24,21,67.43289706589705
2021-03-24,22,67.29626108749636
2021-03-24,23,61.62567536167535
2021-03-25,0,47.69693970299855
2021-03-25,1,47.69693970299855
2021-03-25,2,47.69693970299855
2021-03-25,5,44.66518047693049
2021-03-25,6,65.65696552956844
2021-03-25,7,65.65696552956844
2021-03-25,8,65.65696552956844
2021-03-25,9,67.48164336154046
2021-03-25,10,64.93787622127331
2021-03-25,11,68.43610477050184
2021-03-25,12,66.2981450956451
2021-03-25,13,68.0090763033263
2021-03-25,14,74.04837025937024
2021-03-25,15,71.22219758346228
2021-03-25,16,71.22219758346228
2021-03-25,17,81.72707031857031
2021-03-25,18,83.74161392692274
2021-03-25,19,79.20440558080264
2021-03-25,20,75.25385303588166
2021-03-25,21,68.1365707070707
2021-03-25,22,70.18721328453681
2021-03-25,23,60.14950137879546
2021-03-26,0,48.69885029240911
2021-03-26,1,48.69885029240911
2021-03-26,2,48.69885029240911
2021-03-26,5,41.849170144670154
2021-03-26,6,60.98434109953226
2021-03-26,7,60.98434109953226
2021-03-26,8,60.98434109953226
2021-03-26,9,68.51489015370593
2021-03-26,10,73.3575201650202
2021-03-26,11,72.07473516931411
2021-03-26,12,83.43088127369707
2021-03-26,13,82.85445145732605
2021-03-26,14,83.07787670963366
2021-03-26,15,86.74132855162267
2021-03-26,16,86.74132855162267
2021-03-26,17,92.81687316307124
2021-03-26,18,91.52164332265022
2021-03-26,19,77.9945680415216
2021-03-26,20,74.25134152786785
2021-03-26,21,73.81883552315131
2021-03-26,22,73.83381857713438
2021-03-26,23,59.45592425221833
2021-03-27,0,61.35155555011434
2021-03-27,1,61.35155555011434
2021-03-27,2,61.35155555011434
2021-03-27,3,50.83624802974802
2021-03-27,4,47.46088653938656
2021-03-27,6,50.612119898619895
2021-03-27,7,50.612119898619895
2021-03-27,8,50.612119898619895
2021-03-27,9,76.46918217893217
2021-03-27,10,87.06389397639398
2021-03-27,11,103.8706946016946
2021-03-27,12,109.5334946719946
2021-03-27,13,111.62212187812183
2021-03-27,14,108.16791617446879
2021-03-27,15,96.71234281376229
2021-03-27,16,96.71234281376229
2021-03-27,17,102.04802625152621
2021-03-27,18,103.42785494135488
2021-03-27,19,98.30983887463297
2021-03-27,20,90.45682612812028
2021-03-27,21,75.53858539771777
2021-03-27,22,70.68186728249962
2021-03-27,23,61.09126577126574
2021-03-28,0,60.266474048282845
2021-03-28,1,60.266474048282845
2021-03-28,2,60.266474048282845
2021-03-28,3,50.15471855921855
2021-03-28,4,50.09909766159766
2021-03-28,5,51.11314111814111
2021-03-28,7,46.168396830837985
2021-03-28,8,46.168396830837985
2021-03-28,9,74.93226926776926
2021-03-28,10,80.01855687830684
2021-03-28,11,99.89310829910833
2021-03-28,12,102.42073766973769
2021-03-28,13,99.12631753431756
2021-03-28,14,95.70202673982944
2021-03-28,15,89.99746580271584
2021-03-28,16,89.99746580271584
2021-03-28,17,93.38433148333152
2021-03-28,18,91.28145054945058
2021-03-28,19,95.69298792928207
2021-03-28,20,88.95010786707851
2021-03-28,21,72.08675406238646
2021-03-28,22,68.08643247656484
2021-03-28,23,63.15878567728567
2021-03-29,0,52.461092093092105
2021-03-29,2,52.461092093092105
2021-03-29,3,55.81635226810225
2021-03-29,4,57.02656642431642
2021-03-29,5,58.088657906907876
2021-03-29,6,65.41656806156804
2021-03-29,7,65.41656806156804
2021-03-29,8,65.41656806156804
2021-03-29,9,73.02686786897311
2021-03-29,10,60.784318596980384
2021-03-29,11,63.10776267786799
2021-03-29,12,77.57756534742063
2021-03-29,13,74.55308412493943
2021-03-29,14,72.04062210547738
2021-03-29,15,75.14030485899833
2021-03-29,16,75.14030485899833
2021-03-29,17,88.6919464609465
2021-03-29,18,93.5994899082399
2021-03-29,19,92.63904243904244
2021-03-29,20,76.45000475278648
2021-03-29,21,68.62447384097385
2021-03-29,22,65.30957592407593
2021-03-29,23,57.29452327302326
2021-03-30,0,52.84808608058608
2021-03-30,2,52.84808608058608
2021-03-30,6,69.24622593637297
2021-03-30,7,69.24622593637297
2021-03-30,8,69.24622593637297
2021-03-30,9,69.03913698874226
2021-03-30,10,60.572142125303905
2021-03-30,11,63.269270725376025
2021-03-30,12,70.51037244772773
2021-03-30,13,68.6849720333273
2021-03-30,14,70.13663748824276
2021-03-30,15,73.57899101543448
2021-03-30,16,73.57899101543448
2021-03-30,17,88.63179941354943
2021-03-30,18,96.01632574832573
2021-03-30,19,90.55530598105602
2021-03-30,20,76.96796172174344
2021-03-30,21,69.16029592629593
2021-03-30,22,66.12218043068043
2021-03-30,23,59.16510143560143
2021-03-31,1,60.84410395160393
2021-03-31,2,60.84410395160393
2021-03-31,5,60.71966618566617
2021-03-31,6,72.67414857364851
2021-03-31,7,72.67414857364851
2021-03-31,8,72.67414857364851
2021-03-31,9,69.97021083047785
2021-03-31,10,63.89162663153842
2021-03-31,11,68.79165153791858
2021-03-31,12,69.79770518035458
2021-03-31,13,69.50456761421701
2021-03-31,14,71.64977732988261
2021-03-31,15,74.67638066282417
2021-03-31,16,74.67638066282417
2021-03-31,17,88.36245961445965
2021-03-31,18,94.40018663743665
2021-03-31,19,91.56551069301074
2021-03-31,20,80.36568673801258
2021-03-31,21,77.49713853793264
2021-03-31,22,76.0530477768419
2021-03-31,23,63.7570329485329
2021-04-01,0,50.18051605257486
2021-04-01,1,50.18051605257486
2021-04-01,2,50.18051605257486
2021-04-01,6,62.41304638444344
2021-04-01,7,62.41304638444344
2021-04-01,8,62.41304638444344
2021-04-01,9,74.45012353387357
2021-04-01,10,63.39545066970067
2021-04-01,11,75.5836552799053
2021-04-01,12,79.25335185185185
2021-04-01,13,80.43077810968988
2021-04-01,14,76.13437610483199
2021-04-01,15,79.31502233877235
2021-04-01,16,79.31502233877235
2021-04-01,17,92.19037404262407
2021-04-01,18,95.28837914862912
2021-04-01,19,88.48396713471712
2021-04-01,20,77.8267433166249
2021-04-01,21,77.09826850001852
2021-04-01,22,73.17385994560998
2021-04-01,23,61.15175467506348
2021-04-02,0,53.190177372736215
2021-04-02,2,53.190177372736215
2021-04-02,5,49.95357109230638
2021-04-02,6,62.59684484959488
2021-04-02,7,62.59684484959488
2021-04-02,8,62.59684484959488
2021-04-02,9,73.88428229178223
2021-04-02,10,71.85537666037662
2021-04-02,11,81.83689504939498
2021-04-02,12,89.8321608391608
2021-04-02,13,89.26484193584187
2021-04-02,14,81.25219075532306
2021-04-02,15,86.02648691367106
2021-04-02,16,86.02648691367106
2021-04-02,17,92.80170044770044
2021-04-02,18,92.04336043586041
2021-04-02,19,86.81216178266169
2021-04-02,20,81.2322890579206
2021-04-02,21,77.74688064713067
2021-04-02,22,69.06533653383659
2021-04-02,23,62.725129365188195
2021-04-03,0,58.57175023125025
2021-04-03,1,58.57175023125025
2021-04-03,2,58.57175023125025
2021-04-03,3,58.714511663173425
2021-04-03,5,51.51357095573272
2021-04-03,6,67.97939888542828
2021-04-03,7,67.97939888542828
2021-04-03,8,67.97939888542828
2021-04-03,9,84.26077979917689
2021-04-03,10,91.90224626027566
2021-04-03,11,110.7506534032416
2021-04-03,12,117.4730037963126
2021-04-03,13,117.01489821670702
2021-04-03,14,117.7026697376697
2021-04-03,15,114.81427033395451
2021-04-03,16,114.81427033395451
2021-04-03,17,101.135915991416
2021-04-03,18,99.47058413808413
2021-04-03,19,95.19654987604983
2021-04-03,20,87.81258310208308
2021-04-03,21,74.91317451067448
2021-04-03,22,65.66331474081471
2021-04-03,23,57.735882913382945
2021-04-04,0,59.64014656639657
2021-04-04,1,59.64014656639657
2021-04-04,2,59.64014656639657
2021-04-04,3,57.797150367062116
2021-04-04,6,69.53906986259926
2021-04-04,7,69.53906986259926
2021-04-04,8,69.53906986259926
2021-04-04,9,81.30896606661314
2021-04-04,10,84.45043992771932
2021-04-04,11,99.89172995631814
2021-04-04,12,111.55107132138015
2021-04-04,13,106.49307159888042
2021-04-04,14,95.63598526473525
2021-04-04,15,94.947224987975
2021-04-04,16,94.947224987975
2021-04-04,17,82.78899861249863
2021-04-04,18,80.91765741665743
2021-04-04,19,88.99745650645643
2021-04-04,20,83.59819621119618
2021-04-04,21,71.74013406963408
2021-04-04,22,65.84519271469271
2021-04-04,23,57.68600092500094
2021-04-05,0,52.57769144689733
2021-04-05,1,52.57769144689733
2021-04-05,2,52.57769144689733
2021-04-05,3,50.44724307174309
2021-04-05,5,51.64117805125159
2021-04-05,6,60.16492935117859
2021-04-05,7,60.16492935117859
2021-04-05,8,60.16492935117859
2021-04-05,9,72.60655424205429
2021-04-05,10,64.1094248806749
2021-04-05,11,68.98988017538016
2021-04-05,12,67.14114331039332
2021-04-05,13,66.74813748288749
2021-04-05,14,64.9777507895155
2021-04-05,15,70.47731597378655
2021-04-05,16,70.47731597378655
2021-04-05,17,81.54750060125062
2021-04-05,18,81.51214973914975
2021-04-05,19,78.50526631701632
2021-04-05,20,69.90314623829332
2021-04-05,21,62.93666102905807
2021-04-05,22,53.08015145478302
2021-04-05,23,55.32612737102366
2021-04-06,0,48.73034538500714
2021-04-06,1,48.73034538500714
2021-04-06,2,48.73034538500714
2021-04-06,5,50.95145785478139
2021-04-06,6,57.97065579575797
2021-04-06,7,57.97065579575797
2021-04-06,8,57.97065579575797
2021-04-06,9,67.20496268872743
2021-04-06,10,63.554669622860786
2021-04-06,11,69.29914926794336
2021-04-06,12,63.30216662096074
2021-04-06,13,63.6947630735278
2021-04-06,14,59.203483156277265
2021-04-06,15,61.18762444962443
2021-04-06,16,61.18762444962443
2021-04-06,17,79.13736083361084
2021-04-06,18,79.75940070115071
2021-04-06,19,69.81736178636181
2021-04-06,20,70.7029991892639
2021-04-06,21,63.477663497178185
2021-04-06,22,51.608223993355566
2021-04-06,23,55.42861167974326
2021-04-07,2,54.38834664409666
